CustomerID,CA_Total,Nb_Commandes,Frequence_Achat,Premiere_Date,Derniere_Date,Pays,Anciennete
12420.0,600.39,29,1,2011-10-07 08:55:00,2011-10-07 08:55:00,Cyprus,0
12421.0,807.04,45,4,2011-01-24 15:09:00,2011-11-24 09:07:00,Spain,303
12422.0,803.5600000000001,39,3,2011-01-19 09:13:00,2011-09-05 09:48:00,Multiple,229
12423.0,1859.31,125,8,2010-12-21 10:54:00,2011-12-09 10:10:00,Belgium,352
12424.0,1760.96,30,2,2011-06-30 12:06:00,2011-06-30 12:06:00,Australia,0
12425.0,777.2,36,1,2011-09-22 17:31:00,2011-09-22 17:31:00,Portugal,0
12426.0,582.73,30,1,2011-05-29 12:26:00,2011-05-29 12:26:00,Germany,0
12427.0,825.8,31,3,2010-12-03 10:44:00,2011-11-18 08:56:00,Germany,349
12428.0,7956.46,294,9,2011-03-01 09:33:00,2011-11-14 08:22:00,Finland,257
12429.0,3750.4,97,4,2010-12-09 12:05:00,2011-11-30 17:22:00,Multiple,356
12430.0,256.4,11,1,2011-10-27 15:09:00,2011-10-27 15:09:00,Norway,0
12431.0,6487.45,235,15,2010-12-01 10:03:00,2011-11-04 11:55:00,Multiple,338
12432.0,5059.32,108,5,2011-06-20 13:27:00,2011-10-28 11:43:00,Norway,129
12433.0,13375.87,420,7,2010-12-01 13:24:00,2011-12-09 10:02:00,Norway,372
12434.0,806.14,50,2,2011-03-24 13:05:00,2011-09-16 12:38:00,Australia,175
12435.0,7829.89,36,2,2011-03-17 07:40:00,2011-09-21 09:06:00,Denmark,188
12436.0,509.01,16,1,2011-09-01 12:09:00,2011-09-01 12:09:00,Norway,0
12437.0,4951.41,199,18,2011-01-12 14:13:00,2011-12-08 11:35:00,France,329
12438.0,2906.85,98,2,2011-07-22 13:29:00,2011-11-25 13:28:00,Norway,125
12441.0,173.55,11,1,2010-12-08 10:45:00,2010-12-08 10:45:00,France,0
12442.0,172.06,12,1,2011-12-06 14:22:00,2011-12-06 14:22:00,Spain,0
12444.0,5005.46,176,5,2011-06-21 14:00:00,2011-11-18 13:23:00,Norway,149
12445.0,133.4,4,1,2011-11-17 18:43:00,2011-11-17 18:43:00,Spain,0
12446.0,1002.3100000000001,57,1,2011-10-13 12:50:00,2011-10-13 12:50:00,RSA,0
12447.0,476.49,26,1,2011-04-10 13:25:00,2011-04-10 13:25:00,Belgium,0
12448.0,449.45,22,1,2011-10-26 13:46:00,2011-10-26 13:46:00,Spain,0
12449.0,4067.29,191,4,2011-06-05 15:37:00,2011-11-17 13:46:00,Belgium,164
12450.0,197.88,8,2,2011-06-19 14:36:00,2011-07-06 14:41:00,Spain,17
12451.0,9035.52,354,5,2011-01-19 09:05:00,2011-11-29 08:40:00,Switzerland,313
12452.0,430.57,22,2,2011-11-23 08:05:00,2011-11-23 10:28:00,Switzerland,0
12453.0,707.09,43,1,2011-07-28 14:08:00,2011-07-28 14:08:00,Austria,0
12454.0,3528.34,15,1,2011-10-14 17:13:00,2011-10-14 17:13:00,Spain,0
12455.0,2466.86,90,6,2011-02-16 09:56:00,2011-09-27 15:31:00,Multiple,223
12456.0,3181.04,125,3,2011-03-30 09:12:00,2011-10-26 14:41:00,Switzerland,210
12457.0,2363.23,62,7,2011-04-14 18:57:00,2011-10-04 13:13:00,Multiple,172
12458.0,947.4,38,2,2011-02-28 10:55:00,2011-09-29 15:25:00,Switzerland,213
12461.0,826.88,35,2,2011-07-08 10:23:00,2011-09-06 16:57:00,Switzerland,60
12462.0,1189.59,62,2,2011-02-09 14:44:00,2011-11-21 09:11:00,Spain,284
12463.0,1344.78,83,4,2011-04-12 12:47:00,2011-10-17 13:44:00,Belgium,188
12464.0,1212.05,29,8,2011-02-03 13:30:00,2011-11-29 13:33:00,Belgium,299
12465.0,742.1899999999999,47,2,2011-06-23 13:37:00,2011-11-22 16:34:00,Belgium,152
12468.0,729.5400000000001,38,2,2011-01-27 13:29:00,2011-06-05 11:36:00,Germany,128
12471.0,19824.05,460,30,2010-12-10 09:35:00,2011-12-07 15:43:00,Germany,362
12472.0,6572.11,339,7,2010-12-05 14:19:00,2011-11-07 14:01:00,Germany,336
12473.0,3938.5499999999997,168,5,2011-06-01 10:15:00,2011-11-10 13:46:00,Germany,162
12474.0,7375.79,424,18,2011-01-14 10:06:00,2011-11-22 14:39:00,Germany,312
12475.0,723.38,36,1,2011-10-17 10:10:00,2011-10-17 10:10:00,Germany,0
12476.0,6816.42,233,11,2010-12-13 14:39:00,2011-11-24 12:40:00,Germany,345
12477.0,13219.74,300,6,2011-02-11 12:45:00,2011-11-17 09:51:00,Germany,278
12478.0,680.99,36,1,2011-12-06 09:56:00,2011-12-06 09:56:00,Greece,0
12479.0,527.2,31,1,2011-11-28 13:26:00,2011-11-28 13:26:00,Germany,0
12480.0,3281.63,154,4,2011-01-07 15:27:00,2011-11-11 14:52:00,Germany,307
12481.0,5596.32,217,10,2010-12-09 10:13:00,2011-11-17 08:29:00,Germany,342
12483.0,2484.98,75,8,2011-01-04 14:20:00,2011-11-22 17:02:00,Sweden,322
12484.0,4541.72,346,6,2011-01-07 14:04:00,2011-11-07 11:37:00,Spain,303
12488.0,1298.66,55,3,2011-09-25 10:34:00,2011-11-30 08:50:00,France,65
12489.0,334.93,15,1,2011-01-07 13:13:00,2011-01-07 13:13:00,France,0
12490.0,5417.93,245,10,2011-01-14 09:13:00,2011-12-04 16:07:00,France,324
12491.0,460.40000000000003,26,1,2011-11-01 12:18:00,2011-11-01 12:18:00,France,0
12492.0,263.21000000000004,20,2,2011-08-26 14:51:00,2011-10-07 15:15:00,Germany,42
12493.0,433.74,22,2,2011-05-26 14:53:00,2011-06-27 10:17:00,France,31
12494.0,1246.1000000000001,77,7,2010-12-09 11:31:00,2011-11-24 09:34:00,France,349
12497.0,1043.1,14,1,2011-09-19 12:29:00,2011-09-19 12:29:00,Germany,0
12498.0,403.70000000000005,23,3,2011-10-13 09:30:00,2011-11-18 12:53:00,Germany,36
12500.0,4257.82,61,11,2011-01-10 09:48:00,2011-11-16 16:20:00,Germany,310
12501.0,2169.39,149,1,2011-01-07 12:28:00,2011-01-07 12:28:00,Germany,0
12502.0,3723.87,147,5,2011-02-03 10:41:00,2011-09-05 11:52:00,Spain,214
12504.0,482.04999999999995,9,2,2011-11-09 14:56:00,2011-11-21 16:02:00,Germany,12
12506.0,73.5,23,1,2011-04-21 08:54:00,2011-04-21 08:54:00,France,0
12507.0,1304.81,21,3,2011-02-14 09:24:00,2011-07-28 17:09:00,Spain,164
12508.0,398.27,69,2,2011-11-10 16:27:00,2011-11-13 15:37:00,France,2
12509.0,176.5,7,1,2011-02-28 14:45:00,2011-02-28 14:45:00,France,0
12510.0,982.5699999999999,33,2,2011-01-18 14:04:00,2011-07-20 10:15:00,Spain,182
12512.0,138.03,34,2,2011-10-04 14:53:00,2011-10-04 14:55:00,Israel,0
12513.0,612.29,35,1,2011-08-19 10:51:00,2011-08-19 10:51:00,France,0
12514.0,1017.68,51,1,2011-03-17 16:38:00,2011-03-17 16:38:00,Italy,0
12515.0,383.7,16,1,2010-12-21 15:43:00,2010-12-21 15:43:00,Italy,0
12516.0,1312.06,26,2,2011-06-12 11:37:00,2011-09-23 09:13:00,Germany,102
12517.0,2502.84,284,5,2011-06-02 15:13:00,2011-11-11 14:04:00,Germany,161
12518.0,2056.89,124,5,2011-08-21 13:18:00,2011-12-09 10:13:00,Germany,109
12519.0,340.84,18,1,2011-10-07 09:26:00,2011-10-07 09:26:00,Germany,0
12520.0,2634.26,152,5,2011-03-11 11:35:00,2011-09-21 15:23:00,Germany,194
12521.0,599.68,38,1,2011-07-20 10:51:00,2011-07-20 10:51:00,Germany,0
12522.0,192.72,12,2,2011-10-19 14:41:00,2011-10-31 15:30:00,Germany,12
12523.0,1789.77,106,11,2011-01-12 09:43:00,2011-11-20 12:55:00,France,312
12524.0,4485.72,144,8,2011-01-10 10:35:00,2011-11-30 15:31:00,Germany,324
12526.0,1316.66,71,3,2011-09-06 14:19:00,2011-12-09 12:09:00,Germany,93
12527.0,348.71000000000004,18,3,2011-01-18 12:05:00,2011-09-19 11:55:00,Germany,243
12528.0,1933.48,92,6,2011-01-31 09:05:00,2011-11-30 14:40:00,Germany,303
12530.0,1662.28,66,4,2011-01-07 10:04:00,2011-10-11 12:34:00,Germany,277
12531.0,125.22,17,1,2011-11-25 11:12:00,2011-11-25 11:12:00,Germany,0
12532.0,349.83000000000004,16,1,2011-11-09 13:47:00,2011-11-09 13:47:00,France,0
12534.0,1089.18,63,1,2011-08-01 10:26:00,2011-08-01 10:26:00,Germany,0
12535.0,716.35,34,2,2011-06-06 12:47:00,2011-09-09 08:48:00,France,94
12536.0,12601.830000000002,261,3,2011-10-11 14:52:00,2011-10-27 14:20:00,France,15
12538.0,363.95,21,1,2011-11-10 17:16:00,2011-11-10 17:16:00,Spain,0
12539.0,5568.35,273,4,2011-01-10 09:11:00,2011-11-17 13:30:00,Spain,311
12540.0,13400.24,478,17,2010-12-13 09:39:00,2011-11-20 11:31:00,Spain,342
12541.0,981.18,52,3,2011-03-04 09:32:00,2011-11-10 10:40:00,Spain,251
12544.0,372.7,19,1,2011-11-03 16:15:00,2011-11-03 16:15:00,Spain,0
12545.0,1000.39,50,2,2011-03-25 12:04:00,2011-09-25 13:39:00,Spain,184
12546.0,1161.5,69,2,2011-09-23 09:44:00,2011-10-24 12:09:00,Spain,31
12547.0,207.79999999999998,8,2,2011-03-04 12:46:00,2011-05-26 12:38:00,Spain,82
12548.0,95.19999999999999,5,1,2011-06-26 15:35:00,2011-06-26 15:35:00,Spain,0
12550.0,964.83,57,1,2011-09-21 14:35:00,2011-09-21 14:35:00,Spain,0
12551.0,168.0,10,1,2010-12-17 11:23:00,2010-12-17 11:23:00,Spain,0
12552.0,437.82,20,2,2011-10-31 12:11:00,2011-11-01 10:02:00,Italy,0
12553.0,3692.28,191,10,2011-01-14 10:42:00,2011-12-01 16:38:00,France,321
12556.0,603.71,121,2,2011-07-11 13:35:00,2011-10-20 13:06:00,Spain,100
12557.0,11990.960000000001,33,5,2010-12-03 12:20:00,2011-11-23 16:59:00,Spain,355
12558.0,269.96,11,1,2011-12-02 10:41:00,2011-12-02 10:41:00,USA,0
12559.0,561.71,21,2,2011-01-24 10:12:00,2011-02-02 09:49:00,Germany,8
12560.0,2134.01,105,3,2011-07-19 15:55:00,2011-12-04 13:54:00,Germany,137
12561.0,238.85,16,1,2011-02-10 11:39:00,2011-02-10 11:39:00,Germany,0
12562.0,3781.7400000000002,168,7,2011-05-25 12:44:00,2011-12-01 17:20:00,France,190
12564.0,456.9,21,1,2011-03-23 14:55:00,2011-03-23 14:55:00,France,0
12565.0,145.92,9,1,2011-02-24 10:34:00,2011-02-24 10:34:00,Saudi Arabia,0
12566.0,351.65,19,1,2011-09-14 14:30:00,2011-09-14 14:30:00,Germany,0
12567.0,9401.28,446,10,2010-12-05 11:57:00,2011-11-17 11:02:00,France,346
12569.0,4124.69,188,32,2011-04-01 13:47:00,2011-12-07 16:24:00,Germany,250
12571.0,519.61,34,2,2011-08-10 12:35:00,2011-10-31 10:19:00,France,81
12572.0,1020.42,60,2,2011-10-19 08:20:00,2011-12-01 09:20:00,Germany,43
12573.0,160.54000000000002,28,1,2011-04-26 15:52:00,2011-04-26 15:52:00,France,0
12574.0,218.45,11,1,2011-01-28 09:20:00,2011-01-28 09:20:00,France,0
12576.0,1315.83,88,5,2011-02-08 11:31:00,2011-11-04 10:11:00,Poland,268
12577.0,657.8,147,3,2010-12-15 16:21:00,2011-11-04 13:24:00,France,323
12578.0,2794.51,114,2,2011-01-13 15:34:00,2011-11-18 13:30:00,Italy,308
12579.0,440.42,29,1,2011-09-22 17:15:00,2011-09-22 17:15:00,France,0
12580.0,415.7,24,1,2011-04-07 10:24:00,2011-04-07 10:24:00,Germany,0
12581.0,197.71,15,1,2011-10-31 08:56:00,2011-10-31 08:56:00,Germany,0
12582.0,511.36,22,2,2011-02-24 11:42:00,2011-04-15 08:45:00,Finland,49
12583.0,7281.38,247,15,2010-12-01 08:45:00,2011-12-07 08:07:00,France,370
12584.0,2338.15,96,9,2011-03-04 15:15:00,2011-12-06 09:35:00,Italy,276
12585.0,2040.1,87,2,2010-12-23 12:58:00,2011-04-19 13:39:00,Germany,117
12586.0,196.94000000000003,11,1,2011-11-22 16:24:00,2011-11-22 16:24:00,Italy,0
12587.0,144.0,4,1,2011-12-02 12:47:00,2011-12-02 12:47:00,Finland,0
12588.0,214.89999999999998,10,1,2011-10-31 15:01:00,2011-10-31 15:01:00,Finland,0
12589.0,646.68,35,2,2011-07-18 12:05:00,2011-11-11 10:19:00,France,115
12590.0,9864.26,68,2,2011-05-12 14:46:00,2011-05-12 14:52:00,Germany,0
12591.0,452.84999999999997,26,1,2011-01-26 14:35:00,2011-01-26 14:35:00,Italy,0
12592.0,437.6,18,2,2011-05-10 13:44:00,2011-09-08 15:04:00,Germany,121
12593.0,418.09999999999997,21,3,2011-05-05 09:29:00,2011-08-23 12:43:00,France,110
12594.0,3338.2200000000003,118,10,2011-01-21 09:52:00,2011-11-02 12:20:00,Italy,285
12596.0,618.27,27,2,2011-04-11 13:22:00,2011-10-19 13:02:00,Spain,190
12597.0,3811.22,206,4,2011-03-16 14:00:00,2011-11-20 13:33:00,Spain,248
12598.0,3023.08,132,8,2011-02-28 11:58:00,2011-11-30 12:18:00,France,275
12599.0,1032.58,62,7,2011-02-08 13:28:00,2011-11-10 13:34:00,France,275
12600.0,2599.04,64,10,2010-12-03 12:57:00,2011-11-11 10:29:00,Germany,342
12601.0,577.0600000000001,28,5,2011-01-11 10:38:00,2011-06-03 10:17:00,Germany,142
12602.0,153.12,12,1,2011-10-12 11:22:00,2011-10-12 11:22:00,France,0
12603.0,739.1999999999999,2,1,2011-11-18 10:42:00,2011-11-18 10:42:00,Germany,0
12604.0,254.18,16,2,2011-03-23 12:06:00,2011-09-21 14:08:00,France,182
12607.0,1579.51,101,1,2011-10-10 16:06:00,2011-10-10 16:06:00,USA,0
12609.0,1126.85,60,3,2011-01-25 15:13:00,2011-09-22 16:34:00,Germany,240
12610.0,2099.54,106,5,2011-08-05 13:52:00,2011-11-17 09:34:00,Italy,103
12611.0,1193.32,65,1,2011-10-18 13:12:00,2011-10-18 13:12:00,Italy,0
12612.0,704.0400000000001,19,1,2011-09-26 15:35:00,2011-09-26 15:35:00,Germany,0
12613.0,3344.38,153,5,2011-03-22 15:42:00,2011-10-13 14:59:00,Germany,204
12614.0,315.6,20,1,2011-03-07 10:22:00,2011-03-07 10:22:00,Germany,0
12615.0,2291.19,105,4,2011-06-24 13:35:00,2011-12-07 15:02:00,France,166
12616.0,713.3,32,2,2011-02-15 14:17:00,2011-09-05 15:17:00,France,202
12617.0,355.53,42,1,2011-11-10 14:39:00,2011-11-10 14:39:00,France,0
12618.0,177.31,11,1,2011-11-18 11:10:00,2011-11-18 11:10:00,Italy,0
12619.0,3641.24,90,9,2011-03-31 13:10:00,2011-11-23 14:52:00,Germany,237
12620.0,1339.41,92,3,2011-05-19 12:10:00,2011-11-25 10:20:00,France,189
12621.0,13689.67,467,20,2010-12-09 10:16:00,2011-12-08 11:25:00,Germany,364
12622.0,180.1,11,1,2011-04-21 16:39:00,2011-04-21 16:39:00,Germany,0
12623.0,305.1,18,1,2011-03-08 13:50:00,2011-03-08 13:50:00,Germany,0
12624.0,641.13,38,2,2011-06-15 12:34:00,2011-08-25 15:04:00,France,71
12625.0,2683.82,86,2,2011-01-24 13:27:00,2011-05-12 09:54:00,Germany,107
12626.0,6620.48,294,9,2011-01-17 11:01:00,2011-11-16 16:06:00,Germany,303
12627.0,4478.53,230,7,2011-07-22 13:59:00,2011-11-29 12:07:00,Germany,129
12628.0,786.46,41,3,2011-10-06 09:28:00,2011-12-05 13:15:00,Germany,60
12630.0,1270.88,64,2,2011-10-27 10:41:00,2011-11-30 10:48:00,Finland,34
12631.0,640.5,31,1,2011-10-13 13:53:00,2011-10-13 13:53:00,Finland,0
12633.0,2163.98,101,4,2011-02-25 08:44:00,2011-10-12 11:40:00,Germany,229
12635.0,1689.18,101,2,2011-07-08 08:43:00,2011-09-11 11:04:00,Germany,65
12637.0,6021.9,390,8,2011-01-20 10:47:00,2011-10-03 13:46:00,France,256
12638.0,671.69,39,1,2011-11-06 13:11:00,2011-11-06 13:11:00,Sweden,0
12639.0,486.1,22,1,2011-04-15 12:48:00,2011-04-15 12:48:00,Sweden,0
12640.0,1174.58,53,3,2011-09-19 12:01:00,2011-11-16 11:52:00,France,57
12641.0,185.9,10,1,2011-08-16 13:26:00,2011-08-16 13:26:00,Sweden,0
12642.0,1013.26,47,3,2011-08-24 09:23:00,2011-11-14 15:03:00,Germany,82
12643.0,3344.64,24,6,2011-01-11 11:48:00,2011-08-03 12:56:00,France,204
12644.0,477.91,31,1,2011-08-02 10:33:00,2011-08-02 10:33:00,Germany,0
12645.0,1775.18,73,4,2011-01-27 13:08:00,2011-11-06 12:38:00,Germany,282
12646.0,1346.97,45,2,2011-10-21 12:52:00,2011-12-05 10:14:00,USA,44
12647.0,3722.82,121,12,2010-12-05 14:02:00,2011-11-17 12:56:00,Germany,346
12648.0,318.05,21,1,2011-07-08 11:55:00,2011-07-08 11:55:00,Germany,0
12649.0,623.51,31,3,2011-05-11 14:37:00,2011-08-24 14:41:00,Germany,105
12650.0,314.44,20,1,2011-12-06 16:34:00,2011-12-06 16:34:00,France,0
12651.0,114.0,9,1,2011-01-09 12:46:00,2011-01-09 12:46:00,France,0
12652.0,919.98,48,1,2011-01-12 15:00:00,2011-01-12 15:00:00,France,0
12653.0,2209.85,43,2,2011-02-16 10:53:00,2011-07-14 10:41:00,Israel,147
12654.0,601.98,38,5,2011-02-17 13:16:00,2011-11-29 10:10:00,Germany,284
12656.0,4051.17,126,5,2011-04-20 09:20:00,2011-11-22 13:42:00,France,216
12657.0,1643.18,47,4,2011-09-22 11:40:00,2011-11-28 15:47:00,France,67
12658.0,686.05,36,1,2011-11-21 10:22:00,2011-11-21 10:22:00,Germany,0
12659.0,91.68,5,1,2011-11-10 11:53:00,2011-11-10 11:53:00,France,0
12660.0,245.1,13,1,2011-11-28 13:26:00,2011-11-28 13:26:00,France,0
12662.0,3849.78,230,11,2010-12-01 13:04:00,2011-12-09 11:59:00,Germany,372
12664.0,4881.88,37,9,2011-01-21 11:42:00,2011-12-01 17:07:00,Finland,314
12665.0,63.0,3,1,2011-01-19 08:34:00,2011-01-19 08:34:00,Germany,0
12667.0,620.13,33,1,2011-10-12 17:00:00,2011-10-12 17:00:00,Finland,0
12668.0,3807.15,161,4,2010-12-19 12:46:00,2011-11-28 10:56:00,Germany,343
12669.0,2744.0299999999997,101,3,2011-03-28 10:15:00,2011-07-12 09:54:00,France,105
12670.0,2996.05,92,5,2011-04-21 10:16:00,2011-11-29 15:23:00,France,222
12672.0,225.89999999999998,10,1,2011-01-14 09:20:00,2011-01-14 09:20:00,France,0
12673.0,610.52,42,2,2011-01-17 11:46:00,2011-12-04 13:55:00,Germany,321
12674.0,1970.6,83,4,2011-05-16 09:10:00,2011-11-01 12:12:00,France,169
12676.0,1331.39,45,6,2011-02-01 15:41:00,2011-11-15 12:25:00,Sweden,286
12678.0,17628.46,165,12,2010-12-21 11:00:00,2011-10-28 13:04:00,France,311
12679.0,1113.02,48,4,2011-03-01 12:26:00,2011-10-12 12:30:00,France,225
12680.0,862.81,52,4,2011-08-18 15:44:00,2011-12-09 12:50:00,France,112
12681.0,13787.54,638,22,2010-12-07 10:08:00,2011-11-25 11:33:00,France,353
12682.0,12288.22,525,31,2010-12-03 13:59:00,2011-12-06 10:00:00,France,367
12683.0,8476.57,344,15,2010-12-09 10:37:00,2011-12-05 16:31:00,France,361
12684.0,2283.63,105,7,2011-05-10 12:55:00,2011-12-02 09:53:00,France,205
12685.0,2863.08,157,6,2011-09-07 10:28:00,2011-11-11 13:46:00,France,65
12686.0,89.14,7,1,2010-12-03 09:51:00,2010-12-03 09:51:00,France,0
12688.0,4873.8099999999995,171,1,2011-08-18 08:49:00,2011-08-18 08:49:00,Israel,0
12689.0,1247.61,72,2,2011-08-04 10:04:00,2011-11-14 08:31:00,France,101
12690.0,389.01,16,1,2011-05-18 09:09:00,2011-05-18 09:09:00,France,0
12691.0,1035.8,32,6,2010-12-17 14:46:00,2011-11-11 16:49:00,France,329
12693.0,855.91,39,4,2011-01-24 12:58:00,2011-08-04 17:51:00,Germany,192
12694.0,869.67,37,2,2011-06-09 17:48:00,2011-09-30 13:06:00,France,112
12695.0,582.1,27,4,2011-05-13 13:15:00,2011-12-02 13:22:00,France,203
12697.0,957.59,41,3,2011-06-23 15:44:00,2011-11-11 08:47:00,Sweden,140
12700.0,4939.99,268,4,2011-05-08 16:10:00,2011-12-02 10:47:00,France,207
12701.0,797.71,53,2,2011-04-11 13:02:00,2011-09-21 10:47:00,Germany,162
12702.0,219.0,12,1,2011-11-20 10:36:00,2011-11-20 10:36:00,Germany,0
12703.0,283.55,21,1,2011-09-29 17:52:00,2011-09-29 17:52:00,Germany,0
12704.0,2340.84,88,8,2011-06-23 10:20:00,2011-12-02 13:15:00,Finland,162
12705.0,6868.29,334,9,2010-12-17 15:58:00,2011-11-24 13:17:00,Germany,341
12707.0,603.42,33,1,2011-02-21 08:38:00,2011-02-21 08:38:00,France,0
12708.0,2712.91,157,10,2010-12-06 10:43:00,2011-11-10 09:52:00,Germany,338
12709.0,9736.52,208,15,2010-12-08 09:49:00,2011-11-24 15:38:00,Germany,351
12710.0,1149.02,77,3,2011-05-22 14:05:00,2011-09-04 12:00:00,Germany,104
12712.0,4396.13,133,13,2010-12-03 14:30:00,2011-11-11 08:19:00,Germany,342
12713.0,848.55,38,1,2011-12-09 12:16:00,2011-12-09 12:16:00,Germany,0
12714.0,4708.86,259,5,2011-02-18 10:53:00,2011-11-30 15:43:00,France,285
12715.0,353.86,21,1,2011-08-25 15:22:00,2011-08-25 15:22:00,Sweden,0
12716.0,1053.49,69,2,2011-07-29 13:28:00,2011-12-06 08:55:00,France,129
12717.0,1030.98,55,2,2011-04-08 10:32:00,2011-07-11 14:47:00,Greece,94
12718.0,238.25,19,1,2011-09-29 16:38:00,2011-09-29 16:38:00,France,0
